event,miamiScore,opponentScore,pointDifference,elapsedTime,opponent,id
,88,84,4,2435.0,ORL,202401120MIA
,88,86,2,2470.0,ORL,202401120MIA
,90,86,4,2534.0,ORL,202401120MIA
,91,86,5,2623.0,ORL,202401120MIA
,92,86,6,2623.0,ORL,202401120MIA
,92,87,5,2637.0,ORL,202401120MIA
,92,88,4,2637.0,ORL,202401120MIA
,92,89,3,2679.0,ORL,202401120MIA
,92,90,2,2717.0,ORL,202401120MIA
,94,90,4,2741.0,ORL,202401120MIA
,94,92,2,2755.0,ORL,202401120MIA
,95,92,3,2796.0,ORL,202401120MIA
,95,94,1,2810.0,ORL,202401120MIA
LC,95,96,-1,2842.0,ORL,202401120MIA
LC,97,96,1,2862.0,ORL,202401120MIA
,98,96,2,2873.0,ORL,202401120MIA
,99,96,3,2873.0,ORL,202401120MIA
,99,96,3,2880.0,ORL,202401120MIA
,0,0,0,0.0,CHA,202401140MIA
,2,0,2,117.0,CHA,202401140MIA
T,2,2,0,130.0,CHA,202401140MIA
,3,2,1,192.0,CHA,202401140MIA
,4,2,2,192.0,CHA,202401140MIA
T,4,4,0,213.0,CHA,202401140MIA
,6,4,2,227.0,CHA,202401140MIA
,8,4,4,254.0,CHA,202401140MIA
,8,6,2,308.0,CHA,202401140MIA
,10,6,4,338.0,CHA,202401140MIA
,11,6,5,338.0,CHA,202401140MIA
,11,8,3,374.0,CHA,202401140MIA
,13,8,5,400.0,CHA,202401140MIA
,15,8,7,462.0,CHA,202401140MIA
,17,8,9,514.0,CHA,202401140MIA
,17,11,6,539.0,CHA,202401140MIA
,20,11,9,557.0,CHA,202401140MIA
,22,11,11,590.0,CHA,202401140MIA
,22,13,9,610.0,CHA,202401140MIA
,24,13,11,622.0,CHA,202401140MIA
,24,14,10,635.0,CHA,202401140MIA
,26,14,12,651.0,CHA,202401140MIA
,26,16,10,705.0,CHA,202401140MIA
,26,18,8,746.0,CHA,202401140MIA
,28,18,10,780.0,CHA,202401140MIA
,28,20,8,830.0,CHA,202401140MIA
,29,20,9,844.0,CHA,202401140MIA
,30,20,10,844.0,CHA,202401140MIA
,32,20,12,891.0,CHA,202401140MIA
,33,20,13,927.0,CHA,202401140MIA
,33,22,11,949.0,CHA,202401140MIA
,34,22,12,958.0,CHA,202401140MIA
,36,22,14,1007.0,CHA,202401140MIA
,38,22,16,1077.0,CHA,202401140MIA
,38,23,15,1077.0,CHA,202401140MIA
,41,23,18,1114.0,CHA,202401140MIA
,43,23,20,1167.0,CHA,202401140MIA
,46,23,23,1197.0,CHA,202401140MIA
,46,25,21,1219.0,CHA,202401140MIA
,49,25,24,1266.0,CHA,202401140MIA
,49,27,22,1293.0,CHA,202401140MIA
,49,28,21,1347.0,CHA,202401140MIA
,49,29,20,1347.0,CHA,202401140MIA
,52,29,23,1410.0,CHA,202401140MIA
,52,31,21,1428.0,CHA,202401140MIA
,52,34,18,1458.0,CHA,202401140MIA
,54,34,20,1475.0,CHA,202401140MIA
,54,37,17,1494.0,CHA,202401140MIA
,54,40,14,1528.0,CHA,202401140MIA
,56,40,16,1562.0,CHA,202401140MIA
,58,40,18,1597.0,CHA,202401140MIA
,58,42,16,1634.0,CHA,202401140MIA
,58,44,14,1657.0,CHA,202401140MIA
,58,46,12,1677.0,CHA,202401140MIA
,58,47,11,1677.0,CHA,202401140MIA
,60,47,13,1692.0,CHA,202401140MIA
,63,47,16,1710.0,CHA,202401140MIA
,63,50,13,1728.0,CHA,202401140MIA
,64,50,14,1744.0,CHA,202401140MIA
,64,52,12,1778.0,CHA,202401140MIA
,66,52,14,1794.0,CHA,202401140MIA
,67,52,15,1794.0,CHA,202401140MIA
,69,52,17,1829.0,CHA,202401140MIA
,69,55,14,1883.0,CHA,202401140MIA
,71,55,16,1900.0,CHA,202401140MIA
,72,55,17,1944.0,CHA,202401140MIA
,72,57,15,1982.0,CHA,202401140MIA
,74,57,17,2000.0,CHA,202401140MIA
,77,57,20,2036.0,CHA,202401140MIA
,77,59,18,2084.0,CHA,202401140MIA
,77,61,16,2119.0,CHA,202401140MIA
,77,63,14,2194.0,CHA,202401140MIA
,77,66,11,2236.0,CHA,202401140MIA
,78,66,12,2285.0,CHA,202401140MIA
,79,66,13,2285.0,CHA,202401140MIA
,82,66,16,2334.0,CHA,202401140MIA
,82,68,14,2354.0,CHA,202401140MIA
,84,68,16,2368.0,CHA,202401140MIA
,87,68,19,2395.0,CHA,202401140MIA
,87,71,16,2403.0,CHA,202401140MIA
,90,71,19,2419.0,CHA,202401140MIA
,92,71,21,2446.0,CHA,202401140MIA
,92,72,20,2479.0,CHA,202401140MIA
,93,72,21,2503.0,CHA,202401140MIA
,95,72,23,2511.0,CHA,202401140MIA
,95,74,21,2554.0,CHA,202401140MIA
,97,74,23,2593.0,CHA,202401140MIA
,97,75,22,2604.0,CHA,202401140MIA
,97,76,21,2604.0,CHA,202401140MIA
,97,79,18,2636.0,CHA,202401140MIA
,99,79,20,2650.0,CHA,202401140MIA
,99,80,19,2662.0,CHA,202401140MIA
,99,81,18,2662.0,CHA,202401140MIA
,99,84,15,2677.0,CHA,202401140MIA
,102,84,18,2700.0,CHA,202401140MIA
,102,86,16,2778.0,CHA,202401140MIA
,104,86,18,2803.0,CHA,202401140MIA
,104,87,17,2827.0,CHA,202401140MIA
,104,87,17,2880.0,CHA,202401140MIA
,0,0,0,0.0,NJN,202401150BRK
,2,0,2,119.0,NJN,202401150BRK
LC,2,3,-1,137.0,NJN,202401150BRK
LC,4,3,1,159.0,NJN,202401150BRK
,6,3,3,190.0,NJN,202401150BRK
,8,3,5,268.0,NJN,202401150BRK
,8,5,3,315.0,NJN,202401150BRK
T,8,8,0,389.0,NJN,202401150BRK
,9,8,1,401.0,NJN,202401150BRK
,10,8,2,401.0,NJN,202401150BRK
,12,8,4,426.0,NJN,202401150BRK
,12,10,2,439.0,NJN,202401150BRK
,14,10,4,465.0,NJN,202401150BRK
,14,12,2,516.0,NJN,202401150BRK
LC,14,15,-1,545.0,NJN,202401150BRK
,14,16,-2,604.0,NJN,202401150BRK
,14,18,-4,634.0,NJN,202401150BRK
,16,18,-2,649.0,NJN,202401150BRK
,16,20,-4,667.0,NJN,202401150BRK
,16,22,-6,698.0,NJN,202401150BRK
,16,24,-8,756.0,NJN,202401150BRK
,17,24,-7,777.0,NJN,202401150BRK
,17,26,-9,796.0,NJN,202401150BRK
,17,27,-10,796.0,NJN,202401150BRK
,19,27,-8,808.0,NJN,202401150BRK
,19,28,-9,823.0,NJN,202401150BRK
,19,31,-12,853.0,NJN,202401150BRK
,19,33,-14,932.0,NJN,202401150BRK
,20,33,-13,1019.0,NJN,202401150BRK
,21,33,-12,1019.0,NJN,202401150BRK
,21,35,-14,1037.0,NJN,202401150BRK
,22,35,-13,1083.0,NJN,202401150BRK
,23,35,-12,1083.0,NJN,202401150BRK
,25,35,-10,1122.0,NJN,202401150BRK
,25,37,-12,1134.0,NJN,202401150BRK
,27,37,-10,1150.0,NJN,202401150BRK
,28,37,-9,1184.0,NJN,202401150BRK
,29,37,-8,1184.0,NJN,202401150BRK
,29,39,-10,1255.0,NJN,202401150BRK
,31,39,-8,1263.0,NJN,202401150BRK
,31,41,-10,1312.0,NJN,202401150BRK
,31,42,-11,1341.0,NJN,202401150BRK
,31,43,-12,1341.0,NJN,202401150BRK
,31,45,-14,1412.0,NJN,202401150BRK
,31,47,-16,1510.0,NJN,202401150BRK
,34,47,-13,1548.0,NJN,202401150BRK
,37,47,-10,1575.0,NJN,202401150BRK
,39,47,-8,1602.0,NJN,202401150BRK
,40,47,-7,1657.0,NJN,202401150BRK
,41,47,-6,1657.0,NJN,202401150BRK
,43,47,-4,1690.0,NJN,202401150BRK
,43,50,-7,1741.0,NJN,202401150BRK
,45,50,-5,1763.0,NJN,202401150BRK
,48,50,-2,1800.0,NJN,202401150BRK
T,50,50,0,1841.0,NJN,202401150BRK
,50,52,-2,1865.0,NJN,202401150BRK
T,52,52,0,1893.0,NJN,202401150BRK
,52,53,-1,1906.0,NJN,202401150BRK
T,53,53,0,1923.0,NJN,202401150BRK
LC,54,53,1,1923.0,NJN,202401150BRK
LC,54,55,-1,1945.0,NJN,202401150BRK
,54,56,-2,1945.0,NJN,202401150BRK
LC,57,56,1,1960.0,NJN,202401150BRK
LC,57,58,-1,1982.0,NJN,202401150BRK
LC,60,58,2,1991.0,NJN,202401150BRK
,61,58,3,2017.0,NJN,202401150BRK
,62,58,4,2017.0,NJN,202401150BRK
,62,61,1,2031.0,NJN,202401150BRK
,64,61,3,2042.0,NJN,202401150BRK
T,64,64,0,2057.0,NJN,202401150BRK
LC,64,67,-3,2091.0,NJN,202401150BRK
,66,67,-1,2105.0,NJN,202401150BRK
T,67,67,0,2128.0,NJN,202401150BRK
LC,68,67,1,2128.0,NJN,202401150BRK
T,68,68,0,2149.0,NJN,202401150BRK
LC,68,69,-1,2149.0,NJN,202401150BRK
,68,72,-4,2208.0,NJN,202401150BRK
,70,72,-2,2234.0,NJN,202401150BRK
LC,73,72,1,2277.0,NJN,202401150BRK
,75,72,3,2318.0,NJN,202401150BRK
,77,72,5,2346.0,NJN,202401150BRK
,77,74,3,2457.0,NJN,202401150BRK
,79,74,5,2505.0,NJN,202401150BRK
,79,77,2,2553.0,NJN,202401150BRK
,80,77,3,2567.0,NJN,202401150BRK
,80,79,1,2620.0,NJN,202401150BRK
,82,79,3,2655.0,NJN,202401150BRK
,83,79,4,2754.0,NJN,202401150BRK
,83,82,1,2771.0,NJN,202401150BRK
T,83,83,0,2807.0,NJN,202401150BRK
LC,83,84,-1,2807.0,NJN,202401150BRK
LC,85,84,1,2828.0,NJN,202401150BRK
T,85,85,0,2843.0,NJN,202401150BRK
LC,85,86,-1,2843.0,NJN,202401150BRK
LC,87,86,1,2856.0,NJN,202401150BRK
,88,86,2,2875.0,NJN,202401150BRK
,88,87,1,2876.0,NJN,202401150BRK
T,88,88,0,2876.0,NJN,202401150BRK
LC,88,90,-2,2904.0,NJN,202401150BRK
,88,93,-5,2949.0,NJN,202401150BRK
,91,93,-2,3091.0,NJN,202401150BRK
,91,95,-4,3118.0,NJN,202401150BRK
,94,95,-1,3131.0,NJN,202401150BRK
T,95,95,0,3169.0,NJN,202401150BRK
LC,96,95,1,3169.0,NJN,202401150BRK
,96,95,1,3180.0,NJN,202401150BRK
,0,0,0,0.0,TOR,202401170TOR
,0,3,-3,26.0,TOR,202401170TOR
,0,4,-4,88.0,TOR,202401170TOR
,0,5,-5,88.0,TOR,202401170TOR
,0,8,-8,123.0,TOR,202401170TOR
,0,10,-10,154.0,TOR,202401170TOR
,2,10,-8,171.0,TOR,202401170TOR
,2,13,-11,188.0,TOR,202401170TOR
,4,13,-9,215.0,TOR,202401170TOR
,4,15,-11,240.0,TOR,202401170TOR
,5,15,-10,254.0,TOR,202401170TOR
,6,15,-9,254.0,TOR,202401170TOR
,8,15,-7,288.0,TOR,202401170TOR
,9,15,-6,288.0,TOR,202401170TOR
,9,18,-9,297.0,TOR,202401170TOR
,9,20,-11,325.0,TOR,202401170TOR
,11,20,-9,342.0,TOR,202401170TOR
,11,21,-10,358.0,TOR,202401170TOR
,11,22,-11,358.0,TOR,202401170TOR
,13,22,-9,368.0,TOR,202401170TOR
,15,22,-7,412.0,TOR,202401170TOR
,15,24,-9,425.0,TOR,202401170TOR
,15,26,-11,455.0,TOR,202401170TOR
,15,29,-14,482.0,TOR,202401170TOR
,18,29,-11,566.0,TOR,202401170TOR
,18,32,-14,585.0,TOR,202401170TOR
,18,34,-16,607.0,TOR,202401170TOR
,18,36,-18,650.0,TOR,202401170TOR
,18,39,-21,690.0,TOR,202401170TOR
,18,41,-23,710.0,TOR,202401170TOR
,18,44,-26,742.0,TOR,202401170TOR
,18,45,-27,779.0,TOR,202401170TOR
,18,47,-29,817.0,TOR,202401170TOR
,20,47,-27,874.0,TOR,202401170TOR
,20,50,-30,881.0,TOR,202401170TOR
,20,53,-33,916.0,TOR,202401170TOR
,20,56,-36,944.0,TOR,202401170TOR
,22,56,-34,968.0,TOR,202401170TOR
,24,56,-32,987.0,TOR,202401170TOR
,24,59,-35,1006.0,TOR,202401170TOR
,26,59,-33,1028.0,TOR,202401170TOR
,28,59,-31,1043.0,TOR,202401170TOR
,28,62,-34,1058.0,TOR,202401170TOR
,29,62,-33,1069.0,TOR,202401170TOR
,30,62,-32,1069.0,TOR,202401170TOR
,30,65,-35,1087.0,TOR,202401170TOR
,31,65,-34,1097.0,TOR,202401170TOR
,31,67,-36,1136.0,TOR,202401170TOR
,33,67,-34,1149.0,TOR,202401170TOR
,35,67,-32,1181.0,TOR,202401170TOR
,35,69,-34,1206.0,TOR,202401170TOR
,37,69,-32,1224.0,TOR,202401170TOR
,37,71,-34,1253.0,TOR,202401170TOR
,37,72,-35,1253.0,TOR,202401170TOR
,39,72,-33,1270.0,TOR,202401170TOR
,41,72,-31,1312.0,TOR,202401170TOR
,41,74,-33,1328.0,TOR,202401170TOR
,41,76,-35,1351.0,TOR,202401170TOR
,43,76,-33,1369.0,TOR,202401170TOR
,43,78,-35,1409.0,TOR,202401170TOR
,43,80,-37,1460.0,TOR,202401170TOR
,45,80,-35,1505.0,TOR,202401170TOR
,47,80,-33,1528.0,TOR,202401170TOR
,49,80,-31,1566.0,TOR,202401170TOR
,49,82,-33,1600.0,TOR,202401170TOR
,51,82,-31,1613.0,TOR,202401170TOR
,53,82,-29,1646.0,TOR,202401170TOR
,55,82,-27,1678.0,TOR,202401170TOR
,57,82,-25,1700.0,TOR,202401170TOR
,59,82,-23,1735.0,TOR,202401170TOR
,61,82,-21,1780.0,TOR,202401170TOR
,61,83,-22,1830.0,TOR,202401170TOR
,64,83,-19,1846.0,TOR,202401170TOR
,64,85,-21,1867.0,TOR,202401170TOR
,65,85,-20,1878.0,TOR,202401170TOR
,65,88,-23,1897.0,TOR,202401170TOR
,67,88,-21,1937.0,TOR,202401170TOR
,67,90,-23,2008.0,TOR,202401170TOR
,67,91,-24,2063.0,TOR,202401170TOR
,70,91,-21,2091.0,TOR,202401170TOR
,70,94,-24,2104.0,TOR,202401170TOR
,73,94,-21,2117.0,TOR,202401170TOR
,75,94,-19,2176.0,TOR,202401170TOR
,77,94,-17,2210.0,TOR,202401170TOR
,77,96,-19,2223.0,TOR,202401170TOR
,79,96,-17,2282.0,TOR,202401170TOR
,81,96,-15,2320.0,TOR,202401170TOR
,82,96,-14,2354.0,TOR,202401170TOR
,83,96,-13,2354.0,TOR,202401170TOR
,83,99,-16,2370.0,TOR,202401170TOR
,85,99,-14,2388.0,TOR,202401170TOR
,85,101,-16,2415.0,TOR,202401170TOR
,85,104,-19,2454.0,TOR,202401170TOR
,85,106,-21,2476.0,TOR,202401170TOR
,88,106,-18,2493.0,TOR,202401170TOR
,90,106,-16,2537.0,TOR,202401170TOR
,90,108,-18,2551.0,TOR,202401170TOR
,90,109,-19,2551.0,TOR,202401170TOR
,90,112,-22,2605.0,TOR,202401170TOR
,90,113,-23,2640.0,TOR,202401170TOR
,92,113,-21,2658.0,TOR,202401170TOR
,92,115,-23,2680.0,TOR,202401170TOR
,92,118,-26,2719.0,TOR,202401170TOR
,92,119,-27,2739.0,TOR,202401170TOR
,95,119,-24,2751.0,TOR,202401170TOR
,97,119,-22,2772.0,TOR,202401170TOR
,97,121,-24,2842.0,TOR,202401170TOR
,97,121,-24,2880.0,TOR,202401170TOR
,0,0,0,0.0,ATL,202401190MIA
,0,3,-3,42.0,ATL,202401190MIA
T,3,3,0,58.0,ATL,202401190MIA
,3,5,-2,81.0,ATL,202401190MIA
T,5,5,0,96.0,ATL,202401190MIA
,5,7,-2,111.0,ATL,202401190MIA
,5,9,-4,138.0,ATL,202401190MIA
,7,9,-2,180.0,ATL,202401190MIA
,7,11,-4,192.0,ATL,202401190MIA
,7,13,-6,240.0,ATL,202401190MIA
,9,13,-4,248.0,ATL,202401190MIA
,9,15,-6,278.0,ATL,202401190MIA
,11,15,-4,354.0,ATL,202401190MIA
,13,15,-2,381.0,ATL,202401190MIA
,14,15,-1,381.0,ATL,202401190MIA
,14,18,-4,395.0,ATL,202401190MIA
,14,19,-5,424.0,ATL,202401190MIA
,14,22,-8,452.0,ATL,202401190MIA
,16,22,-6,488.0,ATL,202401190MIA
,16,24,-8,512.0,ATL,202401190MIA
,18,24,-6,529.0,ATL,202401190MIA
,18,26,-8,581.0,ATL,202401190MIA
,20,26,-6,599.0,ATL,202401190MIA
,23,26,-3,627.0,ATL,202401190MIA
,24,26,-2,647.0,ATL,202401190MIA
,24,29,-5,666.0,ATL,202401190MIA
,24,32,-8,702.0,ATL,202401190MIA
,24,34,-10,750.0,ATL,202401190MIA
,27,34,-7,765.0,ATL,202401190MIA
,30,34,-4,803.0,ATL,202401190MIA
,32,34,-2,874.0,ATL,202401190MIA
T,34,34,0,969.0,ATL,202401190MIA
,34,36,-2,1001.0,ATL,202401190MIA
,34,38,-4,1085.0,ATL,202401190MIA
,35,38,-3,1099.0,ATL,202401190MIA
,36,38,-2,1099.0,ATL,202401190MIA
,36,41,-5,1115.0,ATL,202401190MIA
,39,41,-2,1134.0,ATL,202401190MIA
,39,42,-3,1151.0,ATL,202401190MIA
T,42,42,0,1172.0,ATL,202401190MIA
,42,44,-2,1189.0,ATL,202401190MIA
LC,45,44,1,1201.0,ATL,202401190MIA
LC,45,46,-1,1217.0,ATL,202401190MIA
,45,47,-2,1251.0,ATL,202401190MIA
,45,48,-3,1251.0,ATL,202401190MIA
,47,48,-1,1274.0,ATL,202401190MIA
T,48,48,0,1309.0,ATL,202401190MIA
LC,49,48,1,1309.0,ATL,202401190MIA
LC,49,50,-1,1320.0,ATL,202401190MIA
LC,51,50,1,1352.0,ATL,202401190MIA
LC,51,53,-2,1363.0,ATL,202401190MIA
LC,54,53,1,1409.0,ATL,202401190MIA
LC,54,56,-2,1430.0,ATL,202401190MIA
,54,57,-3,1430.0,ATL,202401190MIA
,56,57,-1,1438.0,ATL,202401190MIA
LC,58,57,1,1462.0,ATL,202401190MIA
,60,57,3,1484.0,ATL,202401190MIA
,60,59,1,1509.0,ATL,202401190MIA
,61,59,2,1528.0,ATL,202401190MIA
,64,59,5,1551.0,ATL,202401190MIA
,67,59,8,1581.0,ATL,202401190MIA
,67,61,6,1594.0,ATL,202401190MIA
,68,61,7,1609.0,ATL,202401190MIA
,69,61,8,1609.0,ATL,202401190MIA
,69,63,6,1620.0,ATL,202401190MIA
,71,63,8,1636.0,ATL,202401190MIA
,71,66,5,1657.0,ATL,202401190MIA
,73,66,7,1683.0,ATL,202401190MIA
,75,66,9,1706.0,ATL,202401190MIA
,75,68,7,1747.0,ATL,202401190MIA
,75,69,6,1747.0,ATL,202401190MIA
,77,69,8,1760.0,ATL,202401190MIA
,77,70,7,1768.0,ATL,202401190MIA
,78,70,8,1805.0,ATL,202401190MIA
,79,70,9,1805.0,ATL,202401190MIA
,79,72,7,1828.0,ATL,202401190MIA
,80,72,8,1847.0,ATL,202401190MIA
,81,72,9,1847.0,ATL,202401190MIA
,81,74,7,1869.0,ATL,202401190MIA
,83,74,9,1889.0,ATL,202401190MIA
,83,76,7,1894.0,ATL,202401190MIA
,83,78,5,2029.0,ATL,202401190MIA
,83,81,2,2148.0,ATL,202401190MIA
LC,83,84,-1,2195.0,ATL,202401190MIA
LC,85,84,1,2218.0,ATL,202401190MIA
LC,85,87,-2,2231.0,ATL,202401190MIA
,86,87,-1,2354.0,ATL,202401190MIA
T,87,87,0,2354.0,ATL,202401190MIA
LC,89,87,2,2369.0,ATL,202401190MIA
T,89,89,0,2421.0,ATL,202401190MIA
,90,89,1,2442.0,ATL,202401190MIA
,91,89,2,2442.0,ATL,202401190MIA
LC,91,92,-1,2459.0,ATL,202401190MIA
LC,93,92,1,2489.0,ATL,202401190MIA
,96,92,4,2551.0,ATL,202401190MIA
,97,92,5,2551.0,ATL,202401190MIA
,97,94,3,2566.0,ATL,202401190MIA
,97,95,2,2566.0,ATL,202401190MIA
LC,97,98,-1,2602.0,ATL,202401190MIA
,97,100,-3,2665.0,ATL,202401190MIA
,98,100,-2,2674.0,ATL,202401190MIA
,98,101,-3,2728.0,ATL,202401190MIA
,98,102,-4,2728.0,ATL,202401190MIA
,100,102,-2,2741.0,ATL,202401190MIA
T,102,102,0,2766.0,ATL,202401190MIA
LC,103,102,1,2766.0,ATL,202401190MIA
,105,102,3,2814.0,ATL,202401190MIA
,105,103,2,2823.0,ATL,202401190MIA
,105,104,1,2823.0,ATL,202401190MIA
,108,104,4,2845.0,ATL,202401190MIA
,108,105,3,2850.0,ATL,202401190MIA
,108,106,2,2850.0,ATL,202401190MIA
LC,108,109,-1,2878.0,ATL,202401190MIA
,108,109,-1,2880.0,ATL,202401190MIA
,0,0,0,0.0,ORL,202401210ORL
,3,0,3,88.0,ORL,202401210ORL
,3,2,1,110.0,ORL,202401210ORL
,4,2,2,119.0,ORL,202401210ORL
,5,2,3,119.0,ORL,202401210ORL
,8,2,6,148.0,ORL,202401210ORL
,8,4,4,169.0,ORL,202401210ORL
,8,6,2,209.0,ORL,202401210ORL
,9,6,3,225.0,ORL,202401210ORL
,10,6,4,225.0,ORL,202401210ORL
,10,8,2,262.0,ORL,202401210ORL
T,10,10,0,347.0,ORL,202401210ORL
LC,10,12,-2,390.0,ORL,202401210ORL
LC,13,12,1,420.0,ORL,202401210ORL
LC,13,14,-1,444.0,ORL,202401210ORL
T,14,14,0,462.0,ORL,202401210ORL
,14,16,-2,489.0,ORL,202401210ORL
,14,19,-5,522.0,ORL,202401210ORL
,17,19,-2,545.0,ORL,202401210ORL
,17,20,-3,563.0,ORL,202401210ORL
,17,22,-5,599.0,ORL,202401210ORL
,19,22,-3,685.0,ORL,202401210ORL
,20,22,-2,749.0,ORL,202401210ORL
,21,22,-1,749.0,ORL,202401210ORL
T,22,22,0,749.0,ORL,202401210ORL
,22,24,-2,767.0,ORL,202401210ORL
,23,24,-1,802.0,ORL,202401210ORL
,23,25,-2,835.0,ORL,202401210ORL
,23,27,-4,864.0,ORL,202401210ORL
,23,28,-5,898.0,ORL,202401210ORL
,23,29,-6,898.0,ORL,202401210ORL
,23,31,-8,922.0,ORL,202401210ORL
,25,31,-6,956.0,ORL,202401210ORL
,25,33,-8,986.0,ORL,202401210ORL
,27,33,-6,1021.0,ORL,202401210ORL
,27,36,-9,1036.0,ORL,202401210ORL
,29,36,-7,1054.0,ORL,202401210ORL
,31,36,-5,1124.0,ORL,202401210ORL
,31,38,-7,1142.0,ORL,202401210ORL
,34,38,-4,1163.0,ORL,202401210ORL
,34,39,-5,1191.0,ORL,202401210ORL
,37,39,-2,1205.0,ORL,202401210ORL
,37,42,-5,1221.0,ORL,202401210ORL
,37,44,-7,1240.0,ORL,202401210ORL
,39,44,-5,1292.0,ORL,202401210ORL
,39,45,-6,1314.0,ORL,202401210ORL
,42,45,-3,1332.0,ORL,202401210ORL
,42,48,-6,1387.0,ORL,202401210ORL
,43,48,-5,1409.0,ORL,202401210ORL
,44,48,-4,1409.0,ORL,202401210ORL
,46,48,-2,1440.0,ORL,202401210ORL
,46,50,-4,1492.0,ORL,202401210ORL
,49,50,-1,1504.0,ORL,202401210ORL
,49,52,-3,1519.0,ORL,202401210ORL
T,52,52,0,1546.0,ORL,202401210ORL
,52,55,-3,1560.0,ORL,202401210ORL
,54,55,-1,1574.0,ORL,202401210ORL
,54,57,-3,1589.0,ORL,202401210ORL
,54,59,-5,1610.0,ORL,202401210ORL
,56,59,-3,1631.0,ORL,202401210ORL
,56,62,-6,1700.0,ORL,202401210ORL
,56,63,-7,1721.0,ORL,202401210ORL
,56,64,-8,1721.0,ORL,202401210ORL
,56,66,-10,1775.0,ORL,202401210ORL
,58,66,-8,1793.0,ORL,202401210ORL
,58,68,-10,1827.0,ORL,202401210ORL
,58,69,-11,1848.0,ORL,202401210ORL
,58,70,-12,1848.0,ORL,202401210ORL
,58,73,-15,1886.0,ORL,202401210ORL
,61,73,-12,1905.0,ORL,202401210ORL
,62,73,-11,1941.0,ORL,202401210ORL
,63,73,-10,1941.0,ORL,202401210ORL
,63,74,-11,1952.0,ORL,202401210ORL
,63,75,-12,1952.0,ORL,202401210ORL
,65,75,-10,1972.0,ORL,202401210ORL
,65,77,-12,1988.0,ORL,202401210ORL
,65,78,-13,2020.0,ORL,202401210ORL
,65,79,-14,2020.0,ORL,202401210ORL
,65,80,-15,2086.0,ORL,202401210ORL
,65,81,-16,2086.0,ORL,202401210ORL
,67,81,-14,2118.0,ORL,202401210ORL
,69,81,-12,2159.0,ORL,202401210ORL
,69,82,-13,2215.0,ORL,202401210ORL
,69,83,-14,2215.0,ORL,202401210ORL
,69,85,-16,2244.0,ORL,202401210ORL
,69,87,-18,2262.0,ORL,202401210ORL
,69,89,-20,2303.0,ORL,202401210ORL
,72,89,-17,2320.0,ORL,202401210ORL
,74,89,-15,2352.0,ORL,202401210ORL
,74,92,-18,2366.0,ORL,202401210ORL
,76,92,-16,2411.0,ORL,202401210ORL
,76,94,-18,2427.0,ORL,202401210ORL
,76,95,-19,2427.0,ORL,202401210ORL
,76,97,-21,2456.0,ORL,202401210ORL
,78,97,-19,2480.0,ORL,202401210ORL
,78,100,-22,2497.0,ORL,202401210ORL
,80,100,-20,2525.0,ORL,202401210ORL
,80,102,-22,2607.0,ORL,202401210ORL
,80,103,-23,2646.0,ORL,202401210ORL
,80,104,-24,2646.0,ORL,202401210ORL
,81,104,-23,2665.0,ORL,202401210ORL
,82,104,-22,2665.0,ORL,202401210ORL
,85,104,-19,2734.0,ORL,202401210ORL
,87,104,-17,2777.0,ORL,202401210ORL
,87,105,-18,2811.0,ORL,202401210ORL
,87,105,-18,2880.0,ORL,202401210ORL
,0,0,0,0.0,MEM,202401240MIA
,2,0,2,38.0,MEM,202401240MIA
,4,0,4,162.0,MEM,202401240MIA
,6,0,6,186.0,MEM,202401240MIA
,6,3,3,200.0,MEM,202401240MIA
,6,4,2,284.0,MEM,202401240MIA
,6,5,1,284.0,MEM,202401240MIA
LC,6,8,-2,314.0,MEM,202401240MIA
LC,9,8,1,328.0,MEM,202401240MIA
,11,8,3,347.0,MEM,202401240MIA
,13,8,5,390.0,MEM,202401240MIA
,13,11,2,404.0,MEM,202401240MIA
,16,11,5,421.0,MEM,202401240MIA
,18,11,7,446.0,MEM,202401240MIA
,18,14,4,474.0,MEM,202401240MIA
,20,14,6,489.0,MEM,202401240MIA
,20,16,4,514.0,MEM,202401240MIA
,20,19,1,548.0,MEM,202401240MIA
,21,19,2,625.0,MEM,202401240MIA
,22,19,3,625.0,MEM,202401240MIA
,22,20,2,695.0,MEM,202401240MIA
,22,21,1,695.0,MEM,202401240MIA
LC,22,23,-1,775.0,MEM,202401240MIA
,22,25,-3,798.0,MEM,202401240MIA
,23,25,-2,809.0,MEM,202401240MIA
,24,25,-1,809.0,MEM,202401240MIA
T,25,25,0,822.0,MEM,202401240MIA
LC,26,25,1,822.0,MEM,202401240MIA
LC,26,27,-1,946.0,MEM,202401240MIA
,26,30,-4,972.0,MEM,202401240MIA
,29,30,-1,993.0,MEM,202401240MIA
,29,31,-2,1057.0,MEM,202401240MIA
,30,31,-1,1071.0,MEM,202401240MIA
T,31,31,0,1071.0,MEM,202401240MIA
,31,34,-3,1088.0,MEM,202401240MIA
,32,34,-2,1106.0,MEM,202401240MIA
,33,34,-1,1106.0,MEM,202401240MIA
LC,36,34,2,1167.0,MEM,202401240MIA
T,36,36,0,1190.0,MEM,202401240MIA
LC,36,39,-3,1212.0,MEM,202401240MIA
,36,42,-6,1235.0,MEM,202401240MIA
,37,42,-5,1254.0,MEM,202401240MIA
,37,44,-7,1269.0,MEM,202401240MIA
,39,44,-5,1281.0,MEM,202401240MIA
